person,personLabel,parentLabel,linkcount
http://www.wikidata.org/entity/Q3385541,Pierre Isnard,Albert Isnard,2
http://www.wikidata.org/entity/Q7643821,Superman (Earth-One),Lara Lor-Van,2
http://www.wikidata.org/entity/Q50825493,Monique de La Roncière,Charles de La Roncière,2
http://www.wikidata.org/entity/Q108929,Elke Blumenthal,Hermann Blumenthal,2
http://www.wikidata.org/entity/Q362241,Adolf Hofmeister,Adolf Hofmeister,2
http://www.wikidata.org/entity/Q8016183,William North Rice,William Rice,2
http://www.wikidata.org/entity/Q19335400,(Kathleen) Rachel Maxwell- Hyslop,Charles Clay,2
http://www.wikidata.org/entity/Q64633364,Toni Miserachs,Montserrat Ribalta i Escoda,2
http://www.wikidata.org/entity/Q21601089,Marjeta Šašel Kos,Ana Šašel,2
http://www.wikidata.org/entity/Q65036946,Antoinette Rychner,Jacques Rychner,2
http://www.wikidata.org/entity/Q8354131,David Jou i Mirabent,Lolita Mirabent i Muntané,2
http://www.wikidata.org/entity/Q18912164,Horace Carter Hovey,Edmund Otis Hovey,2
http://www.wikidata.org/entity/Q45300905,Peter J. Boldt,Barbro Boldt,2
http://www.wikidata.org/entity/Q56102755,Etain Madden,Claire Madden,2
http://www.wikidata.org/entity/Q3769561,Giulio Cesare Buzzati,Augusto Buzzati,2
http://www.wikidata.org/entity/Q6864519,Yoel Katan,Moshé Catane,2
http://www.wikidata.org/entity/Q1582244,Hans Schadewaldt,Hans Schadewaldt,2
http://www.wikidata.org/entity/Q2078000,Peter Samulski,Robert Samulski,2
http://www.wikidata.org/entity/Q5963339,Håkan Bråkan,Karin Andersson,2
http://www.wikidata.org/entity/Q92295431,Gabel Ludmila Orestovna,Augustine Stanislavovna Gabel,2
http://www.wikidata.org/entity/Q7787733,Thomas Bolling Robertson,Ann Mary Cleveland Robertson,2
http://www.wikidata.org/entity/Q20006579,Salvador Sunyer i Bover,Carme Bover i Calvo,2
http://www.wikidata.org/entity/Q3745083,Filippo Aliquò Taverriti,Luigi Aliquò Lenzi,2
http://www.wikidata.org/entity/Q86534638,Joana Serra,Dolors Serra i Kiel,2
http://www.wikidata.org/entity/Q9288673,Henryk Rudolf Brunswick-Lüneburg,"Augustus the Younger, Duke of Brunswick-Lüneburg",1
http://www.wikidata.org/entity/Q19309966,Theodora von Fiedler-Wurzbach,Constant von Wurzbach,1
http://www.wikidata.org/entity/Q19834356,Alfred Heyne,Christian Gottlob Heyne,1
http://www.wikidata.org/entity/Q37835741,Adolf Emil Ludwig Bechstein,Ludwig Bechstein,1
http://www.wikidata.org/entity/Q761029,August Buttmann,Philipp Karl Buttmann,1
http://www.wikidata.org/entity/Q2086620,Philipp Buttmann,Philipp Karl Buttmann,1
http://www.wikidata.org/entity/Q2174152,Rudolf Wustmann,Gustav Wustmann,1
http://www.wikidata.org/entity/Q15065981,Ludolf Dorn,Bernhard Dorn,1
http://www.wikidata.org/entity/Q19963763,Otto Olshausen,Justus Olshausen,1
http://www.wikidata.org/entity/Q28308764,Gitta Deutsch,Otto Erich Deutsch,1
http://www.wikidata.org/entity/Q19398707,William Sverdrup,Georg Sverdrup,1
http://www.wikidata.org/entity/Q19818457,Laurence Bataille,Georges Bataille,1
http://www.wikidata.org/entity/Q81315396,Emad Khatami,Mohammad Khatami,1
http://www.wikidata.org/entity/Q18011825,Louis-Nicolas Barbier,Antoine Alexandre Barbier,1
http://www.wikidata.org/entity/Q28732605,Hiralal Mitra,Peary Chand Mitra,1
http://www.wikidata.org/entity/Q1947962,Moritz II. von Dietrichstein-Proskau-Leslie,Moritz Joseph Johann von Dietrichstein,1
http://www.wikidata.org/entity/Q2500183,Ieb Brugmans,Hajo Brugmans,1
http://www.wikidata.org/entity/Q5107664,Chris Owens,Major Owens,1
http://www.wikidata.org/entity/Q19860533,Jordi Rubió i Lois,Jordi Rubió,1
http://www.wikidata.org/entity/Q41892395,Manuel Rubió i Lois,Jordi Rubió,1
http://www.wikidata.org/entity/Q47481146,Helen Binyon,Laurence Binyon,1
http://www.wikidata.org/entity/Q72069076,Malena Marechal,Leopoldo Marechal,1
http://www.wikidata.org/entity/Q99653609,Wolfgang Gabelkover,Oswald Gabelkover,1
http://www.wikidata.org/entity/Q361222,Adolf Dedekind,Julius Dedekind,1
http://www.wikidata.org/entity/Q793593,Melinda Berlász,Jenő Berlász,1
http://www.wikidata.org/entity/Q793594,Piroska Berlász,Jenő Berlász,1
http://www.wikidata.org/entity/Q1007123,Gusztáv Gaal,György Gaal,1
http://www.wikidata.org/entity/Q1178963,István Monoki,István Monoki,1
http://www.wikidata.org/entity/Q1297294,Attila Szepesi,Mária Benda,1
http://www.wikidata.org/entity/Q5822415,Albrecht Ihre,Johan Ihre,1
http://www.wikidata.org/entity/Q9467901,Liu Fen,Liu Xin,1
http://www.wikidata.org/entity/Q11994901,Paul Botten-Hansen jr.,Paul Botten-Hansen,1
http://www.wikidata.org/entity/Q12349926,Jolán Benkő,Kálmán Benkő,1
http://www.wikidata.org/entity/Q12794715,Lenart Zajc,Dane Zajc,1
http://www.wikidata.org/entity/Q13521905,John Russell Bartlett,John Russell Bartlett,1
http://www.wikidata.org/entity/Q15726623,Julie Dedekind,Julius Dedekind,1
http://www.wikidata.org/entity/Q16522600,Leila Rásonyi,László Rásonyi,1
http://www.wikidata.org/entity/Q55135045,Madeleine Herr,Lucien Herr,1
http://www.wikidata.org/entity/Q64685835,Mary Mudie,Charles Edward Mudie,1
http://www.wikidata.org/entity/Q83528793,Marian Parker Whitney,William Dwight Whitney,1
http://www.wikidata.org/entity/Q101068111,Sonia Wachstein,Bernhard Wachstein,1
http://www.wikidata.org/entity/Q1303669,Friedrich Christian Matthiae,Georg Matthiae,1
http://www.wikidata.org/entity/Q1546332,Katharina Raabe,Paul Raabe,1
http://www.wikidata.org/entity/Q1589440,Johann Pechlin,Johann Nicolas Pechlin,1
http://www.wikidata.org/entity/Q2547146,Walther Fischer,Hermann Fischer,1
http://www.wikidata.org/entity/Q2918094,Eugenio Hartzenbusch e Hiriart,Juan Eugenio Hartzenbusch,1
http://www.wikidata.org/entity/Q3101533,George Dousa,Janus Dousa,1
http://www.wikidata.org/entity/Q3199083,Johannes Willem van Reinhartshausen,Johannes van Rossum,1
http://www.wikidata.org/entity/Q4938250,Greta Benzelia,Erik Benzelius the younger,1
http://www.wikidata.org/entity/Q5534757,Geoffrey Madan,Falconer Madan,1
http://www.wikidata.org/entity/Q5570923,Erik Benzelstierna,Erik Benzelius the younger,1
http://www.wikidata.org/entity/Q5853538,Henry Viollet,Paul Viollet,1
http://www.wikidata.org/entity/Q6240653,Magnus Wieselgren,Peter Wieselgren,1
http://www.wikidata.org/entity/Q12815973,György Sebestyén,Géza Sebestyén,1
http://www.wikidata.org/entity/Q19907798,Q19907798,Jerzy Samuel Bandtkie,1
http://www.wikidata.org/entity/Q26853777,Dirk Van der Does,Janus Dousa,1
http://www.wikidata.org/entity/Q27751044,Alfhild Kallstenius-Åhman,Edvin Kallstenius,1
http://www.wikidata.org/entity/Q28972807,Christiane Raabe,Paul Raabe,1
http://www.wikidata.org/entity/Q45222440,Carl Mönckeberg,Johann Georg Mönckeberg,1
http://www.wikidata.org/entity/Q78902270,Ellen Caroline Woodward,Henry Woodward,1
http://www.wikidata.org/entity/Q5966609,Hans Lundgren,Bo Lundgren,1
http://www.wikidata.org/entity/Q6240649,Jon Peter Wieselgren,Oscar Wieselgren,1
http://www.wikidata.org/entity/Q6665017,Iddo Bin-Gorion,Emanuel Bin-Gorion,1
http://www.wikidata.org/entity/Q6826700,Yair Ettinger,Ester Eṭinger,1
http://www.wikidata.org/entity/Q8010341,William H. Brett,William Howard Brett,1
http://www.wikidata.org/entity/Q9342517,Stanisław Marczak-Oborski,Michał Marczak,1
http://www.wikidata.org/entity/Q11989960,Morten Andreas Horn,Anne Horn,1
http://www.wikidata.org/entity/Q13360635,Pernille Anker,Øyvind Anker,1
http://www.wikidata.org/entity/Q15948430,Ernest Charles Armytage Axon,William Axon,1
http://www.wikidata.org/entity/Q18220399,"William Warner Bishop, Jr.",William Warner Bishop,1
http://www.wikidata.org/entity/Q18243139,Celina Vargas do Amaral Peixoto,Alzira Vargas,1
http://www.wikidata.org/entity/Q18274914,Ragnar Wieselgren,Harald Wieselgren,1
http://www.wikidata.org/entity/Q19976096,Gustaf Sommelius,Gustaf Johan Sommelius,1
http://www.wikidata.org/entity/Q20156137,Lars Kleberg,Tönnes Kleberg,1
http://www.wikidata.org/entity/Q42393434,Bo Richard Lundgren,Bo Lundgren,1
http://www.wikidata.org/entity/Q55625606,Mieczysław Inglot,Stefan Inglot,1
http://www.wikidata.org/entity/Q64711421,Ingeborg Tegnér,Elof Tegnér,1
http://www.wikidata.org/entity/Q85486007,Alexander Napier,Macvey Napier,1
http://www.wikidata.org/entity/Q105729455,Clara Sandströmer,Anders Lidbeck,1
http://www.wikidata.org/entity/Q1315654,Ilona T. Erdélyi,Pál Erdélyi,1
http://www.wikidata.org/entity/Q1360588,Ernst Wilhelm Ackermann,Wilhelm August Ackermann,1
http://www.wikidata.org/entity/Q6372038,Karl Linderfelt,Klas August Linderfelt,1
http://www.wikidata.org/entity/Q11881173,Markus Drake,Sunniva Drake,1
http://www.wikidata.org/entity/Q12285059,Lora Kremen,Mikhail Kremen,1
http://www.wikidata.org/entity/Q12288407,Q12288407,Diamandi Ihchiev,1
http://www.wikidata.org/entity/Q12374971,Siim-Tanel Annus,Endel Annus,1
http://www.wikidata.org/entity/Q12784240,Alenka Glazer,Janko Glazer,1
http://www.wikidata.org/entity/Q16650656,Harald Åkerstein,Johan Otto Åkerstein,1
http://www.wikidata.org/entity/Q17097083,Cecilie Høigård,Einar Høigård,1
http://www.wikidata.org/entity/Q19860533,Jordi Rubió i Lois,Maria Lois i López,1
http://www.wikidata.org/entity/Q20067897,Tetiana Krushelnytska,Larysa Krushelnytska,1
http://www.wikidata.org/entity/Q27485596,Amalie Lyhne,Mogens Lyhne,1
http://www.wikidata.org/entity/Q27899099,Charles Celier,Léonce Celier,1
http://www.wikidata.org/entity/Q27972321,Mosheh Shilat,Yitzchak Sheilat,1
http://www.wikidata.org/entity/Q41892395,Manuel Rubió i Lois,Maria Lois i López,1
http://www.wikidata.org/entity/Q45143980,Marie Baťová,Ferdinand Menčík,1
http://www.wikidata.org/entity/Q55895815,Friedrich Eiselein,Joseph Eiselein,1
http://www.wikidata.org/entity/Q63224293,György Buzinkay,Géza Buzinkay,1
http://www.wikidata.org/entity/Q85436526,Víctor Oliva i Sala,Joan Oliva i Milà,1
http://www.wikidata.org/entity/Q105701022,Emilio Bofill,Josep Maria Bofill i Pichot,1
http://www.wikidata.org/entity/Q2943648,Cebarre,Louis Carolus-Barré,1
http://www.wikidata.org/entity/Q3168950,Jean-Pierre Babelon,Jean Babelon,1
http://www.wikidata.org/entity/Q3190937,Jérôme II Bignon,Jérôme Bignon,1
http://www.wikidata.org/entity/Q3289470,Marcel Vicaire,Georges Vicaire,1
http://www.wikidata.org/entity/Q5547550,Jan Erik Almquist,Johan Axel Almquist,1
http://www.wikidata.org/entity/Q5585470,Johan Brauner,Johan Brauner,1
http://www.wikidata.org/entity/Q5767875,Bengt-Olof Granberg,Olof Granberg,1
http://www.wikidata.org/entity/Q8004308,William Alfred Packard,"Alpheus Spring Packard, Sr.",1
http://www.wikidata.org/entity/Q16162138,Richard Bergström,Richard Bergström,1
http://www.wikidata.org/entity/Q17486023,Jérôme Bignon,Jérôme II Bignon,1
http://www.wikidata.org/entity/Q20014797,Enrico Armas,Alfredo Armas Alfonzo,1
http://www.wikidata.org/entity/Q21453300,Henry Hall Pickersgill,Henry William Pickersgill,1
http://www.wikidata.org/entity/Q28553300,Robert Lawrence Packard,"Alpheus Spring Packard, Sr.",1
http://www.wikidata.org/entity/Q29122280,Annella Armas,Alfredo Armas Alfonzo,1
http://www.wikidata.org/entity/Q29341973,Arthur Olof Bernhard Bygdén,Anders Leonard Bygdén,1
http://www.wikidata.org/entity/Q29582428,Joseph Adam Sienkiewicz,Karol Sienkiewicz,1
http://www.wikidata.org/entity/Q29835629,Ricardo Armas,Alfredo Armas Alfonzo,1
http://www.wikidata.org/entity/Q51763868,Edda Armas,Alfredo Armas Alfonzo,1
http://www.wikidata.org/entity/Q96146778,Inga Meidell,Ditmar Meidell,1
http://www.wikidata.org/entity/Q99864942,Esperanza Romero Larrañaga,Gregorio Romero de Larrañaga,1
http://www.wikidata.org/entity/Q112758985,Olof Brulin,Herman Brulin,1
http://www.wikidata.org/entity/Q2835055,Alfred DeCelles,Alfred Duclos DeCelles,1
http://www.wikidata.org/entity/Q3610699,Alex O'Connell,Evelyn O'Connell,1
http://www.wikidata.org/entity/Q25419848,Superman in The New 52,Lara Lor-Van,1
http://www.wikidata.org/entity/Q44830167,Birgitta Lovisa Gjörwell,Carl Christoffer Gjörwell Sr.,1
http://www.wikidata.org/entity/Q499560,Andreas Meyer,Kurt Meyer,1
http://www.wikidata.org/entity/Q4981672,Stina von Sydow,Carl-Otto von Sydow,1
http://www.wikidata.org/entity/Q15431348,Helene Weilen,Alexander von Weilen,1
http://www.wikidata.org/entity/Q16594943,Gunilla Gren-Eklund,Erik Gren,1
http://www.wikidata.org/entity/Q24542352,J. Barton Kent,Hippolyte Cocheris,1
http://www.wikidata.org/entity/Q56266411,Mabel R. Gillis,James L. Gillis,1
http://www.wikidata.org/entity/Q56694988,Friedrich Christoph Schmincke,Johann Hermann Schmincke,1
http://www.wikidata.org/entity/Q86101468,Matevž Dular,Anja Dular,1
http://www.wikidata.org/entity/Q112270359,Fernanda Sparre Smith,Victor Smith,1
http://www.wikidata.org/entity/Q6584822,Gidʻon Shunami,Shlomo Shunami,1
http://www.wikidata.org/entity/Q11933624,Lluís Jou i Mirabent,Lolita Mirabent i Muntané,1
http://www.wikidata.org/entity/Q21069528,"Adolph S. Oko, Jr.",Adolph S. Oko,1
http://www.wikidata.org/entity/Q62434616,Xabier Irujo Ametzaga,Arantzazu Amezaga Iribarren,1
http://www.wikidata.org/entity/Q66403872,Ida Boysen,Karl Boysen,1
http://www.wikidata.org/entity/Q85382754,Barbara Mattsson,Barbro Boldt,1
http://www.wikidata.org/entity/Q106328822,Walter Lauche,Rudolf Lauche,1
http://www.wikidata.org/entity/Q2387078,Reinier de Vries,Reinier Willem Petrus de Vries,1
http://www.wikidata.org/entity/Q2898391,Bernard Oursel,Charles Oursel,1
http://www.wikidata.org/entity/Q3421078,Raymond Oursel,Charles Oursel,1
http://www.wikidata.org/entity/Q17327033,Willy Oeser,Max Oeser,1
http://www.wikidata.org/entity/Q23695818,Jacques Pannier,Léopold Pannier,1
http://www.wikidata.org/entity/Q29477796,Gunilla Serner,Sixten Rönnow,1
http://www.wikidata.org/entity/Q37007417,Dag Efvergren,Carl Efvergren,1
http://www.wikidata.org/entity/Q56167891,Asa Dickinson,Asa Don Dickinson,1
http://www.wikidata.org/entity/Q57765379,Raphael Catane,Moshé Catane,1
http://www.wikidata.org/entity/Q825218,Bernhard Henking,Karl Henking,1
http://www.wikidata.org/entity/Q2476863,Ulrich Vischer,Christoph Vischer,1
http://www.wikidata.org/entity/Q12022127,Ivo Telec,Vladimír Telec,1
http://www.wikidata.org/entity/Q55887198,Ernst Friedrich Justus Heimreich,Johann Heimreich,1
http://www.wikidata.org/entity/Q1478387,Rudolf Hittmair,Anton Hittmair,1
http://www.wikidata.org/entity/Q12362142,Enn Auksmann,Reet Auksmann,1
http://www.wikidata.org/entity/Q18763664,Josep Maria,Josefa Callao Mínguez,1
http://www.wikidata.org/entity/Q19753422,Sune Andersson,Karin Andersson,1
http://www.wikidata.org/entity/Q66615768,Maria Orestovna Gabel,Augustine Stanislavovna Gabel,1
http://www.wikidata.org/entity/Q98106132,Martti Kivilinna,Oskar Fredrik Borg,1
http://www.wikidata.org/entity/Q41741358,Jiří Lendl,Eduard Lendl,1
http://www.wikidata.org/entity/Q11714553,Iwo Rygiel,Stefan Henryk Rygiel,1
http://www.wikidata.org/entity/Q21061459,Robert Bayford,Augustus Bayford,1
http://www.wikidata.org/entity/Q23040100,Patrik Törnudd,Allan Törnudd,1
http://www.wikidata.org/entity/Q5809021,Niels Hoffmeyer,Julius Hoffmeyer,1
http://www.wikidata.org/entity/Q12328707,Niels Banke,Jørgen Banke,1
http://www.wikidata.org/entity/Q15441129,Hildebrand Richard Teirich,Valentin Teirich,1
http://www.wikidata.org/entity/Q5391281,Karl Abiel Heikel,Albert Heikel,1
http://www.wikidata.org/entity/Q21544330,Karl Pertz,Georg Heinrich Pertz,0
http://www.wikidata.org/entity/Q55844317,Caroline Junot,Friedrich Schiller,0
http://www.wikidata.org/entity/Q55881905,Carl Wilhelm Ludwig Heyne,Christian Gottlob Heyne,0
http://www.wikidata.org/entity/Q61104243,Marietta Ceconi,Ricarda Huch,0
http://www.wikidata.org/entity/Q75246010,Christian Franz von Braunschweig-Wolfenbüttel,"Augustus the Younger, Duke of Brunswick-Lüneburg",0
http://www.wikidata.org/entity/Q75349436,Beatrice Stanley Muller,Friedrich Max Müller,0
http://www.wikidata.org/entity/Q91400170,Friedrich von Wurzbach-Tannenberg,Constant von Wurzbach,0
http://www.wikidata.org/entity/Q91400180,Constanze von Wurzbach-Tannenberg,Constant von Wurzbach,0
http://www.wikidata.org/entity/Q96079416,Mary Emily Müller,Friedrich Max Müller,0
http://www.wikidata.org/entity/Q110635637,Carl Edvard Moldenhawer,Daniel Gotthilf Moldenhawer,0
http://www.wikidata.org/entity/Q113489143,Ida Schmidt-Zabierow,Robert von Mohl,0
http://www.wikidata.org/entity/Q96464697,Mathilde Siemens,Wilhelm Drumann,0
http://www.wikidata.org/entity/Q18916783,Hedwig Wolf,Ferdinand Wolf,0
http://www.wikidata.org/entity/Q21544732,Fridegar Mone,Franz Mone,0
http://www.wikidata.org/entity/Q23001287,Elisabeth Valentiner,Karl Richard Lepsius,0
http://www.wikidata.org/entity/Q24037709,Franz Friedrich Hoffmann-Fallersleben,August Heinrich Hoffmann von Fallersleben,0
http://www.wikidata.org/entity/Q47513823,Blanka Glossy,Karl Glossy,0
http://www.wikidata.org/entity/Q63108522,Leonilda Castelli,Giacomo Casanova,0
http://www.wikidata.org/entity/Q63108588,Cesarino Lanti,Giacomo Casanova,0
http://www.wikidata.org/entity/Q94751998,Bertha Schemann,Ludwig Schemann,0
http://www.wikidata.org/entity/Q94755062,Adolf Wolf,Ferdinand Wolf,0
http://www.wikidata.org/entity/Q25813111,Julie Bataille,Georges Bataille,0
http://www.wikidata.org/entity/Q61185659,Christian Friedrich Fritzsche,Otto Fridolinus Fritzsche,0
http://www.wikidata.org/entity/Q75923059,John Ferguson,Adam Ferguson,0
http://www.wikidata.org/entity/Q76356728,Isabella Fergusson,Adam Ferguson,0
http://www.wikidata.org/entity/Q76356734,Mary Fergusson,Adam Ferguson,0
http://www.wikidata.org/entity/Q76356735,Margaret Fergusson,Adam Ferguson,0
http://www.wikidata.org/entity/Q76356739,Joseph Fergusson,Adam Ferguson,0
http://www.wikidata.org/entity/Q96088391,Joseph Priestley,Joseph Priestley,0
http://www.wikidata.org/entity/Q96088392,Sarah Priestley,Joseph Priestley,0
http://www.wikidata.org/entity/Q96088393,William Priestley,Joseph Priestley,0
http://www.wikidata.org/entity/Q96088396,Henry Priestley,Joseph Priestley,0
http://www.wikidata.org/entity/Q102253847,Leila Khatami,Mohammad Khatami,0
http://www.wikidata.org/entity/Q57983207,Louise de Heredia,José-Maria de Heredia,0
http://www.wikidata.org/entity/Q57983326,Hélène de Heredia,José-Maria de Heredia,0
http://www.wikidata.org/entity/Q75240300,Alastair Charles Coverley Kennedy,Moira Shearer,0
http://www.wikidata.org/entity/Q75240302,Ailsa Margaret Kennedy,Moira Shearer,0
http://www.wikidata.org/entity/Q75240306,Rachel Katherine Kennedy,Moira Shearer,0
http://www.wikidata.org/entity/Q75240310,Fiona Jane Kennedy,Moira Shearer,0
http://www.wikidata.org/entity/Q99234310,Olivier Alexandre Barbier,Antoine Alexandre Barbier,0
http://www.wikidata.org/entity/Q100321108,Honoria Dietrichson,Lorentz Dietrichson,0
http://www.wikidata.org/entity/Q105823119,Diamy Spencer,Bud Spencer,0
http://www.wikidata.org/entity/Q109352339,Christina Pedersoli,Bud Spencer,0
http://www.wikidata.org/entity/Q94739172,Ingeborg Preisendanz,Karl Preisendanz,0
http://www.wikidata.org/entity/Q94760714,Holger Reginbert Preisendanz,Karl Preisendanz,0
http://www.wikidata.org/entity/Q94918921,Johann Georg Geißler,Johann Gottfried Geißler,0
http://www.wikidata.org/entity/Q55858070,Julie Fürstin Oettingen-Wallerstein,Moritz Joseph Johann von Dietrichstein,0
http://www.wikidata.org/entity/Q67183043,Horace Scudder Uhler,Philip Reese Uhler,0
http://www.wikidata.org/entity/Q76148759,Margaret Gray,Laurence Binyon,0
http://www.wikidata.org/entity/Q94761150,Elisabeth Dorothea Erman,Wilhelm Erman,0
http://www.wikidata.org/entity/Q110410860,Ernst von Münchhausen,Ludolf Münchhausen,0
http://www.wikidata.org/entity/Q110505768,Maria Margarete Rümelin,Martin Rümelin,0
http://www.wikidata.org/entity/Q19351807,Philip Gosse,Edmund Gosse,0
http://www.wikidata.org/entity/Q19351991,Charles Henry Mudie,Charles Edward Mudie,0
http://www.wikidata.org/entity/Q20728326,Bon-Edmé-Etienne Dacier,Bon-Joseph Dacier,0
http://www.wikidata.org/entity/Q21085905,Robert Singleton Garnett,Richard Garnett,0
http://www.wikidata.org/entity/Q48623579,Zlatko Zajc,Dane Zajc,0
http://www.wikidata.org/entity/Q56197113,Michel Herr,Lucien Herr,0
http://www.wikidata.org/entity/Q61761936,"Reiffenberg, Frédéric, baron de",Frédéric Auguste Ferdinand Thomas de Reiffenberg,0
http://www.wikidata.org/entity/Q75267034,Agnes Mackenzie,George Mackenzie,0
http://www.wikidata.org/entity/Q75466278,Mary Law,Edmund Law,0
http://www.wikidata.org/entity/Q75484489,Katharine Bond,Edward Augustus Bond,0
http://www.wikidata.org/entity/Q75490489,Edmund Law,Edmund Law,0
http://www.wikidata.org/entity/Q75490492,Bridget Law,Edmund Law,0
http://www.wikidata.org/entity/Q75490494,Elizabeth Law,Edmund Law,0
http://www.wikidata.org/entity/Q75490517,Christian Law,Edmund Law,0
http://www.wikidata.org/entity/Q75490520,Joanna Law,Edmund Law,0
http://www.wikidata.org/entity/Q75490540,Joseph Law,Edmund Law,0
http://www.wikidata.org/entity/Q75490542,Edmund Law,Edmund Law,0
http://www.wikidata.org/entity/Q75521885,George Mackenzie,George Mackenzie,0
http://www.wikidata.org/entity/Q75592771,James Mackenzie,George Mackenzie,0
http://www.wikidata.org/entity/Q75592837,Elizabeth Mackenzie,George Mackenzie,0
http://www.wikidata.org/entity/Q76043401,Nora Gwendolen Margaret Kenyon,Frederic G. Kenyon,0
http://www.wikidata.org/entity/Q76255103,Johanna Bentley,Richard Bentley,0
http://www.wikidata.org/entity/Q76258093,Jean Mackenzie,George Mackenzie,0
http://www.wikidata.org/entity/Q76258094,Margaret Mackenzie,George Mackenzie,0
http://www.wikidata.org/entity/Q76306145,Ada Lavinia Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76307349,Eva Augusta Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76307570,Lilian Bertha Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76307725,Dora Louise Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76307864,Lena Violet Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76307934,Daisy Madeline Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76308036,Sylvia Rosamund Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76308123,Hilda Marion Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q76308205,Aimee Marjorie Bowdler Sharpe,Richard Bowdler Sharpe,0
http://www.wikidata.org/entity/Q87468682,Joseph Sewall,Samuel Sewall,0
http://www.wikidata.org/entity/Q95213133,Emily Henrietta Whitney,William Dwight Whitney,0
http://www.wikidata.org/entity/Q96084910,Emily Teresa Gosse,Edmund Gosse,0
http://www.wikidata.org/entity/Q99535634,Ettore Bianciardi,Luciano Bianciardi,0
http://www.wikidata.org/entity/Q99535635,Luciana Bianciardi,Luciano Bianciardi,0
http://www.wikidata.org/entity/Q99535795,Marcello Jatosti,Luciano Bianciardi,0
http://www.wikidata.org/entity/Q100278187,Ranganathan Yogeshwar,S. R. Ranganathan,0
http://www.wikidata.org/entity/Q105652817,Max Wachstein,Bernhard Wachstein,0
http://www.wikidata.org/entity/Q113667060,Adele Eigenmann,Rosa Smith Eigenmann,0
http://www.wikidata.org/entity/Q40085534,Christian Funck-Brentano,Frantz Funck-Brentano,0
http://www.wikidata.org/entity/Q58822401,Olivier Pognon,Edmond Pognon,0
http://www.wikidata.org/entity/Q75499107,Beatrice Madan,Falconer Madan,0
http://www.wikidata.org/entity/Q75599767,Susan Esther Coxe,Henry Octavius Coxe,0
http://www.wikidata.org/entity/Q76203040,Francis Falconer Madan,Falconer Madan,0
http://www.wikidata.org/entity/Q76203044,Ethel Wordsworth Madan,Falconer Madan,0
http://www.wikidata.org/entity/Q94942449,Rolf Goldfriedrich,Johann Goldfriedrich,0
http://www.wikidata.org/entity/Q95203035,Anna Tomschke,Hubert Maximilian Ermisch,0
http://www.wikidata.org/entity/Q105142385,Martin F. Woodward,Henry Woodward,0
http://www.wikidata.org/entity/Q18526643,Bennett Hooper Brough,John Cargill Brough,0
http://www.wikidata.org/entity/Q63965196,Wu Liming,Liang Sizhuang,0
http://www.wikidata.org/entity/Q66436488,Hedvig Eleonora Wallin,Georg Wallin,0
http://www.wikidata.org/entity/Q75242199,Sophie Jane Cecilia Roberts,Jane Roberts,0
http://www.wikidata.org/entity/Q75242200,Amelia Frances Albinia Roberts,Jane Roberts,0
http://www.wikidata.org/entity/Q75748527,Digby Neave,Sheffield Airey Neave,0
http://www.wikidata.org/entity/Q75748558,Iris Averil Neave,Sheffield Airey Neave,0
http://www.wikidata.org/entity/Q75748562,Rosamund Malua Neave,Sheffield Airey Neave,0
http://www.wikidata.org/entity/Q75748569,Viola Dorothy Neave,Sheffield Airey Neave,0
http://www.wikidata.org/entity/Q76032144,Anne Clare Riches,Kenneth Riches,0
http://www.wikidata.org/entity/Q76242911,John Blackford,William Blachford,0
http://www.wikidata.org/entity/Q92102167,Mary Langford Taylor Alden,James Wickes Taylor,0
http://www.wikidata.org/entity/Q95733052,Ebenezer Hancock,"John Hancock, Jr.",0
http://www.wikidata.org/entity/Q101439354,Fredric Ulric Wallenstråle,Georg Wallin,0
http://www.wikidata.org/entity/Q104844147,Vicente Navarro Reverter y Pascual,Vicente Navarro Reverter y Gomis,0
http://www.wikidata.org/entity/Q106393535,Amy Noel Morfydd Ballinger,John Ballinger,0
http://www.wikidata.org/entity/Q17252417,Anno Blissenbach,Dieter Blissenbach,0
http://www.wikidata.org/entity/Q17252427,Gero Blissenbach,Dieter Blissenbach,0
http://www.wikidata.org/entity/Q17252515,Purodha Blissenbach,Dieter Blissenbach,0
http://www.wikidata.org/entity/Q17278148,Michał Tusk,Małgorzata Tusk,0
http://www.wikidata.org/entity/Q37491615,Per Stensgaard,Erling Stensgaard,0
http://www.wikidata.org/entity/Q51187277,Alexander Buchholtz,August Wilhelm Buchholtz,0
http://www.wikidata.org/entity/Q55854361,Ernst Andreas Lamey,Andreas Lamey,0
http://www.wikidata.org/entity/Q55854364,Johanna Lamey,Andreas Lamey,0
http://www.wikidata.org/entity/Q65964538,Melita Stele-Možina,Melita Pivec Stele,0
